Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.34384869418471947,0.0
1.0,0.0,0.7122979186750452,0.0,0.0,0.0,0.3529552840548492,0.0
0.0,0.0,0.937547036991477,0.0,0.0,0.0,0.6284423071472074,0.5
1.0,1.0,0.5482123787900198,0.0,0.3333333333333333,0.3333333333333333,0.3999337912742493,0.0
1.0,1.0,0.48725232544665026,0.0,0.0,0.0,0.34755366512192026,1.0
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.34755366512192026,1.0
0.0,1.0,0.7742093264620213,0.0,0.0,0.0,0.543440593729386,0.5
1.0,0.0,0.6349903672449384,0.0,0.0,0.0,0.3529552840548492,0.0
1.0,0.0,0.6746372297759438,0.0,0.0,0.16666666666666669,0.5167281848535599,0.0
1.0,0.0,0.4609415010148545,0.0,0.0,0.0,0.37251505985030076,0.0
1.0,0.0,0.48725232544665026,1.0,0.3333333333333333,1.0,0.682002570512027,0.0
1.0,1.0,0.43327879668909625,0.0,0.0,0.0,0.34282971590727757,0.0
0.0,0.0,0.7394056930020585,0.125,0.0,0.0,0.6617541548663702,0.0
0.5,0.0,0.624729294655487,0.0,0.0,0.0,0.42286368807669106,0.0
0.0,1.0,0.4040315810616236,0.0,0.0,0.3333333333333333,0.7165034463969725,0.0
0.5,1.0,0.6143161813267404,0.0,0.3333333333333333,0.16666666666666669,0.5281013477114938,0.0
0.5,1.0,0.4472922349726715,0.125,0.0,0.16666666666666669,0.5281013477114938,0.0
1.0,1.0,0.7304707505074273,0.0,0.16666666666666666,0.16666666666666669,0.4386984565615303,0.5
1.0,1.0,0.48725232544665026,0.0,0.0,0.0,0.34384869418471947,0.0
1.0,0.0,0.26281353180263384,0.5,0.16666666666666666,0.6666666666666665,0.5456498136790771,1.0
0.5,0.0,0.7910887140755439,0.0,0.0,0.0,0.42848647040443827,0.0
1.0,1.0,0.48725232544665026,0.0,0.0,0.0,0.34755366512192026,1.0
0.5,1.0,0.5597056195805178,0.0,0.0,0.0,0.4188069434436312,0.0
0.0,1.0,0.6143161813267404,0.125,0.0,0.16666666666666669,0.7227878932056411,1.0
0.5,0.0,0.48725232544665026,0.0,0.0,0.0,0.4324430381951561,0.5
0.5,0.0,0.47425359193699573,0.25,0.0,0.6666666666666665,0.6907316473431996,0.0
1.0,1.0,0.48725232544665026,0.0,0.0,0.0,0.3915767533812693,0.0
1.0,1.0,0.684226842206985,0.125,0.0,0.0,0.3763856068398255,0.0
0.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.5313325505056177,0.0
1.0,1.0,0.6746372297759438,0.125,0.8333333333333333,1.0,0.556695873257052,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.3642755682319913,0.5
0.5,1.0,0.5365042552634004,0.125,0.16666666666666666,0.0,0.5281013477114938,0.0
1.0,0.0,0.5709953919328529,0.0,0.0,0.0,0.34801082050793586,0.0
1.0,0.0,0.7826903942997226,0.0,0.0,0.0,0.3529552840548492,0.0
0.5,1.0,0.3728917000940397,0.125,0.0,0.16666666666666669,0.5506031046482883,0.5
0.5,1.0,0.7304707505074273,0.125,0.16666666666666666,0.3333333333333333,0.5295781586642772,0.0
1.0,0.0,0.48725232544665026,0.25,0.0,0.0,0.5001585548138243,0.5
1.0,1.0,0.48725232544665026,0.0,0.0,0.0,0.34755366512192026,0.0
1.0,1.0,0.6746372297759438,0.0,0.8333333333333333,0.6666666666666665,0.5456498136790771,1.0
0.5,0.0,0.43327879668909625,0.0,0.0,0.6666666666666665,0.6907316473431996,0.0
0.0,1.0,0.48725232544665026,0.125,0.0,0.0,0.635754966338881,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.33763919258513786,0.5
1.0,0.0,0.5482123787900198,0.125,0.0,0.16666666666666669,0.4386984565615303,0.5
1.0,1.0,0.748244033008952,0.125,0.0,0.0,0.43917261968469046,0.0
0.5,0.0,0.49995884059013157,0.25,0.16666666666666666,0.0,0.40470470937773706,0.0
1.0,0.0,0.68897669401879,0.0,0.0,0.0,0.34755366512192026,1.0
0.5,0.0,0.7569888377101234,0.0,0.0,0.0,0.42286368807669106,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,1.0,0.6492173620225161,0.0
1.0,0.0,0.48725232544665026,1.0,0.3333333333333333,1.0,0.682002570512027,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.3433005296109263,0.0
0.0,0.0,0.6649238650536912,0.125,0.0,0.16666666666666669,0.7227878932056411,0.0
0.5,1.0,0.26281353180263384,0.0,0.3333333333333333,0.3333333333333333,0.5295781586642772,0.0
0.5,0.0,0.7742093264620213,0.0,0.0,0.0,0.42286368807669106,0.0
1.0,0.0,0.4040315810616236,0.0,0.0,0.0,0.3529552840548492,0.0
0.0,0.0,0.4472922349726715,0.125,0.0,0.0,0.6394627518675874,0.0
0.0,0.0,0.5709953919328529,0.125,0.0,0.16666666666666669,0.675158433212671,0.0
0.5,1.0,0.5245687258196022,0.125,0.16666666666666666,0.0,0.5502375707421462,0.0
0.0,0.0,0.7304707505074273,0.0,0.0,0.0,0.5313325505056177,0.0
0.0,0.0,0.7910887140755439,0.0,0.0,0.0,0.5528013511027754,0.0
1.0,1.0,0.48725232544665026,0.0,0.0,0.0,0.34990232023989454,1.0
1.0,0.0,0.4040315810616236,0.25,0.0,0.16666666666666669,0.4717958613762316,0.0
0.5,1.0,0.5709953919328529,0.0,0.0,0.0,0.39134423619738523,0.0
1.0,0.0,0.5365042552634004,0.0,0.0,0.0,0.3502016019446998,0.0
1.0,1.0,0.48725232544665026,0.125,0.0,0.16666666666666669,0.44919043492360855,1.0
1.0,0.0,0.5597056195805178,0.0,0.0,0.0,0.3767675685322775,0.0
0.5,0.0,0.8477463789476797,0.0,0.0,0.0,0.42848647040443827,0.0
1.0,0.0,0.16295729154566618,0.125,0.16666666666666666,0.3333333333333333,0.3999337912742493,0.0
1.0,0.0,0.47425359193699573,0.0,0.0,0.0,0.348390182281133,0.0
0.5,1.0,0.5123920014477886,0.0,0.3333333333333333,0.16666666666666669,0.43917261968469046,0.0
1.0,0.0,0.47425359193699573,0.0,0.0,0.0,0.3529552840548492,0.0
1.0,0.0,0.5365042552634004,0.125,0.0,0.0,0.3494505372759428,0.0
0.5,0.0,0.5245687258196022,0.0,0.0,0.0,0.42286368807669106,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.3377209927336551,0.5
1.0,0.0,0.684226842206985,0.0,0.0,0.0,0.33763919258513786,0.5
0.5,0.0,0.6746372297759438,0.0,0.0,0.0,0.42286368807669106,0.0
0.0,0.0,0.8158103926226613,0.0,0.0,0.0,0.5528013511027754,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,1.0,0.6492173620225161,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.3529552840548492,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.3502016019446998,0.0
0.0,0.0,0.703052981732621,0.0,0.0,0.0,0.5297985110081134,0.0
1.0,0.0,0.7304707505074273,0.0,0.0,0.0,0.3529552840548492,0.0
1.0,0.0,0.2834944363036449,0.625,0.3333333333333333,0.8333333333333333,0.6199594201430055,0.0
1.0,1.0,0.5365042552634004,0.125,0.0,0.16666666666666669,0.45491364524217526,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.33812548386615277,0.0
0.5,1.0,0.5709953919328529,0.125,0.0,0.0,0.5281013477114938,0.0
1.0,0.0,0.48725232544665026,0.0,0.0,0.0,0.3377209927336551,0.5
1.0,0.0,0.5930054210104662,0.0,0.0,0.0,0.35072669661240763,0.0
0.0,1.0,0.48725232544665026,0.125,0.0,0.16666666666666669,0.7083728358165282,0.5
1.0,0.0,0.6143161813267404,0.0,0.0,0.0,0.3502016019446998,0.5
1.0,1.0,0.582092134041814,0.0,0.0,0.16666666666666669,0.4167393940590734,0.0
0.0,1.0,0.8239003981583706,0.0,0.16666666666666666,0.16666666666666669,0.710264100162358,0.5
1.0,1.0,0.5482123787900198,0.0,0.0,0.0,0.35072669661240763,0.0
1.0,0.0,0.582092134041814,0.0,0.0,0.0,0.3767675685322775,0.0
0.5,1.0,0.5482123787900198,0.125,0.0,0.16666666666666669,0.4952865544680222,0.0
0.0,0.0,0.7304707505074273,0.0,0.0,0.0,0.5313325505056177,0.0
1.0,0.0,0.48725232544665026,0.125,0.0,0.0,0.44919043492360855,1.0
1.0,0.0,0.645105870577581,0.0,0.0,0.5,0.0,0.0
1.0,1.0,0.582092134041814,0.125,0.16666666666666666,0.3333333333333333,0.5167281848535599,0.0
